id,firmbr,city,quarter,share,price
101339880,1013,39,1,0.0084,0.119
101739880,1017,39,1,0.0078,0.153
103039880,1030,39,1,6e-4,0.144
104539880,1045,39,1,0.0013,0.146
200539880,2005,39,1,0.0674,0.126
200839880,2008,39,1,0.0285,0.087
201539880,2015,39,1,0.0234,0.112
201639880,2016,39,1,0.0144,0.139
201939880,2019,39,1,0.0161,0.115
202639880,2026,39,1,0.0193,0.143
202839880,2028,39,1,0.0091,0.197
204039880,2040,39,1,0.0042,0.109
204839880,2048,39,1,0.0277,0.101
300639880,3006,39,1,0.005,0.132
301439880,3014,39,1,0.0178,0.16
400239880,4002,39,1,0.0081,0.151
401039880,4010,39,1,0.0062,0.114
401239880,4012,39,1,0.0256,0.099
601839880,6018,39,1,0.0079,0.127
100440880,1004,40,1,0.0172,0.088
100640880,1006,40,1,0.0842,0.102
100740880,1007,40,1,0.0068,0.118
100940880,1009,40,1,0.0103,0.115
101140880,1011,40,1,0.0296,0.172
101340880,1013,40,1,0.0041,0.139
101740880,1017,40,1,0.0134,0.123
103040880,1030,40,1,0.0067,0.116
104540880,1045,40,1,9e-4,0.179
200540880,2005,40,1,0.0055,0.118
200840880,2008,40,1,0.0064,0.123
201540880,2015,40,1,0.004,0.106
201640880,2016,40,1,0.005,0.136
201940880,2019,40,1,0.0374,0.123
202640880,2026,40,1,0.0158,0.112
202840880,2028,40,1,0.0023,0.193
204040880,2040,40,1,0.0058,0.122
204840880,2048,40,1,0.0142,0.131
300640880,3006,40,1,0.0046,0.165
301440880,3014,40,1,0.0298,0.129
400240880,4002,40,1,0.0177,0.141
401040880,4010,40,1,0.0043,0.117
401240880,4012,40,1,0.0583,0.079
601840880,6018,40,1,0.0297,0.125
100441880,1004,41,1,0.0056,0.1
100641880,1006,41,1,0.0523,0.111
100741880,1007,41,1,0.0199,0.104
100941880,1009,41,1,0.0133,0.106
101141880,1011,41,1,0.0138,0.182
101341880,1013,41,1,0.0189,0.102
101741880,1017,41,1,0.0032,0.161
103041880,1030,41,1,0.0084,0.129
104541880,1045,41,1,0.0052,0.128
200541880,2005,41,1,0.0434,0.115
200841880,2008,41,1,0.03,0.112
201541880,2015,41,1,0.0324,0.096
201641880,2016,41,1,0.016,0.141
201941880,2019,41,1,0.0121,0.101
202641880,2026,41,1,0.0356,0.122
202841880,2028,41,1,0.036,0.173
204041880,2040,41,1,0.013,0.092
204841880,2048,41,1,0.0021,0.166
300641880,3006,41,1,0.0102,0.117
301441880,3014,41,1,0.0062,0.192
400241880,4002,41,1,0.0335,0.139
401041880,4010,41,1,0.0171,0.11
401241880,4012,41,1,0.0314,0.11
601841880,6018,41,1,5e-4,0.176
100443880,1004,43,1,0.0275,0.063
100643880,1006,43,1,0.0446,0.117
100743880,1007,43,1,0.0212,0.112
100943880,1009,43,1,0.0099,0.133
101143880,1011,43,1,0.0271,0.198
101343880,1013,43,1,0.0124,0.17
101743880,1017,43,1,0.1366,0.092
103043880,1030,43,1,0.0292,0.104
104543880,1045,43,1,0.0015,0.14
200543880,2005,43,1,0.0452,0.081
200843880,2008,43,1,0.0191,0.129
201543880,2015,43,1,0.0027,0.096
201643880,2016,43,1,0.0372,0.105
201943880,2019,43,1,0.0278,0.113
202643880,2026,43,1,0.0104,0.142
202843880,2028,43,1,0.0147,0.217
204043880,2040,43,1,0.0013,0.136
204843880,2048,43,1,0.0042,0.15
300643880,3006,43,1,0.0022,0.138
301443880,3014,43,1,0.0051,0.151
400243880,4002,43,1,0.0254,0.133
401043880,4010,43,1,0.0199,0.066
401243880,4012,43,1,0.0022,0.136
601843880,6018,43,1,0.0156,0.135
100444880,1004,44,1,0.0024,0.076
100644880,1006,44,1,0.006,0.14
100744880,1007,44,1,0.0097,0.112
100944880,1009,44,1,0.0021,0.101
101144880,1011,44,1,0.019,0.194
101344880,1013,44,1,8e-4,0.17
101744880,1017,44,1,0.0051,0.143
103044880,1030,44,1,0.0072,0.114
104544880,1045,44,1,0.012,0.13
200544880,2005,44,1,0.0058,0.124
200844880,2008,44,1,0.0081,0.155
201544880,2015,44,1,5e-4,0.113
201644880,2016,44,1,0.0137,0.141
201944880,2019,44,1,0.0021,0.122
202644880,2026,44,1,0.0045,0.177
202844880,2028,44,1,0.0082,0.185
204044880,2040,44,1,0.0013,0.145
204844880,2048,44,1,0.0031,0.131
300644880,3006,44,1,0.0077,0.129
301444880,3014,44,1,0.0426,0.133
400244880,4002,44,1,0.0107,0.15
401044880,4010,44,1,0.0121,0.096
401244880,4012,44,1,0.0188,0.073
601844880,6018,44,1,0.0028,0.17
100445880,1004,45,1,0.0056,0.102
100645880,1006,45,1,0.0403,0.13
100745880,1007,45,1,0.0413,0.102
100945880,1009,45,1,0.005,0.127
101145880,1011,45,1,0.0252,0.145
101345880,1013,45,1,0.0132,0.114
101745880,1017,45,1,0.0058,0.158
103045880,1030,45,1,0.0085,0.097
104545880,1045,45,1,0.0268,0.098
200545880,2005,45,1,0.0494,0.126
200845880,2008,45,1,0.021,0.124
201545880,2015,45,1,0.0032,0.113
201645880,2016,45,1,0.0095,0.164
201945880,2019,45,1,0.0739,0.103
202645880,2026,45,1,0.0346,0.145
202845880,2028,45,1,0.0067,0.182
204045880,2040,45,1,0.0037,0.15
204845880,2048,45,1,0.0069,0.139
300645880,3006,45,1,0.0234,0.092
301445880,3014,45,1,0.0708,0.174
400245880,4002,45,1,0.0168,0.166
401045880,4010,45,1,0.0032,0.113
401245880,4012,45,1,0.0193,0.123
601845880,6018,45,1,0.043,0.123
100447880,1004,47,1,0.0237,0.093
100647880,1006,47,1,0.0058,0.126
100747880,1007,47,1,0.1179,0.113
100947880,1009,47,1,0.0045,0.106
101147880,1011,47,1,0.0498,0.19
101347880,1013,47,1,0.0025,0.162
101747880,1017,47,1,0.0175,0.148
103047880,1030,47,1,0.0223,0.121
104547880,1045,47,1,0.0113,0.144
200547880,2005,47,1,0.0409,0.117
200847880,2008,47,1,0.0057,0.135
201547880,2015,47,1,0.0039,0.121
201647880,2016,47,1,0.0164,0.141
201947880,2019,47,1,0.0027,0.137
202647880,2026,47,1,0.0061,0.142
202847880,2028,47,1,0.0151,0.205
204047880,2040,47,1,0.0071,0.137
204847880,2048,47,1,0.0021,0.157
300647880,3006,47,1,0.0189,0.116
301447880,3014,47,1,0.0251,0.155
400247880,4002,47,1,0.0069,0.184
401047880,4010,47,1,0.0145,0.096
401247880,4012,47,1,0.0674,0.114
601847880,6018,47,1,0.0033,0.142
100448880,1004,48,1,0.0255,0.045
100648880,1006,48,1,0.0131,0.153
100748880,1007,48,1,0.05,0.092
100948880,1009,48,1,0.0044,0.113
101148880,1011,48,1,0.0369,0.19
101348880,1013,48,1,0.033,0.104
101748880,1017,48,1,0.0097,0.153
103048880,1030,48,1,0.008,0.138
104548880,1045,48,1,0.0268,0.124
200548880,2005,48,1,0.0151,0.121
200848880,2008,48,1,0.0413,0.124
201548880,2015,48,1,0.0022,0.122
201648880,2016,48,1,0.006,0.13
201948880,2019,48,1,0.0272,0.096
202648880,2026,48,1,0.0104,0.13
202848880,2028,48,1,0.0071,0.168
204048880,2040,48,1,0.0025,0.14
204848880,2048,48,1,0.0017,0.142
300648880,3006,48,1,0.0206,0.132
301448880,3014,48,1,0.022,0.148
400248880,4002,48,1,0.0424,0.135
401048880,4010,48,1,0.0056,0.114
401248880,4012,48,1,0.023,0.086
601848880,6018,48,1,0.0072,0.147
100449880,1004,49,1,0.0774,0.049
100649880,1006,49,1,0.0696,0.117
100749880,1007,49,1,0.0395,0.126
100949880,1009,49,1,0.0103,0.088
101149880,1011,49,1,0.0639,0.149
101349880,1013,49,1,0.0074,0.141
101749880,1017,49,1,0.0161,0.151
103049880,1030,49,1,0.0298,0.083
104549880,1045,49,1,0.0129,0.14
200549880,2005,49,1,0.0156,0.14
200849880,2008,49,1,0.0035,0.133
201549880,2015,49,1,0.0084,0.131
201649880,2016,49,1,0.0653,0.127
201949880,2019,49,1,0.0242,0.117
202649880,2026,49,1,0.0136,0.114
202849880,2028,49,1,0.0706,0.159
204049880,2040,49,1,0.0015,0.113
204849880,2048,49,1,0.0064,0.16
300649880,3006,49,1,0.0154,0.115
301449880,3014,49,1,0.0028,0.172
400249880,4002,49,1,0.0095,0.124
401049880,4010,49,1,0.0091,0.109
401249880,4012,49,1,0.0455,0.074
601849880,6018,49,1,0.0038,0.168
100452880,1004,52,1,0.0096,0.077
100652880,1006,52,1,0.0659,0.124
100752880,1007,52,1,0.0046,0.149
100952880,1009,52,1,0.0067,0.11
101152880,1011,52,1,0.1145,0.147
101352880,1013,52,1,0.0331,0.123
101752880,1017,52,1,0.0169,0.13
103052880,1030,52,1,8e-4,0.14
104552880,1045,52,1,0.0035,0.111
200552880,2005,52,1,0.0168,0.126
200852880,2008,52,1,0.01,0.113
201552880,2015,52,1,0.0078,0.102
201652880,2016,52,1,0.0063,0.143
201952880,2019,52,1,0.0231,0.116
202652880,2026,52,1,0.0052,0.186
202852880,2028,52,1,0.0429,0.16
204052880,2040,52,1,0.0017,0.134
204852880,2048,52,1,7e-4,0.172
300652880,3006,52,1,0.033,0.103
301452880,3014,52,1,0.0062,0.135
400252880,4002,52,1,0.0046,0.168
401052880,4010,52,1,0.0034,0.089
401252880,4012,52,1,0.0215,0.117
601852880,6018,52,1,0.0338,0.141
100453880,1004,53,1,0.0058,0.088
100653880,1006,53,1,0.0288,0.094
100753880,1007,53,1,0.0124,0.114
100953880,1009,53,1,0.0037,0.124
101153880,1011,53,1,0.0068,0.206
101353880,1013,53,1,0.0122,0.148
101753880,1017,53,1,0.0065,0.136
103053880,1030,53,1,0.0013,0.139
104553880,1045,53,1,0.0072,0.117
200553880,2005,53,1,0.0104,0.122
200853880,2008,53,1,0.017,0.137
201553880,2015,53,1,0.001,0.097
201653880,2016,53,1,0.0069,0.137
201953880,2019,53,1,0.0068,0.137
202653880,2026,53,1,0.0273,0.141
202853880,2028,53,1,0.0611,0.19
204053880,2040,53,1,0.014,0.133
204853880,2048,53,1,0.0172,0.101
300653880,3006,53,1,0.0127,0.138
301453880,3014,53,1,0.0449,0.115
400253880,4002,53,1,0.0113,0.117
401053880,4010,53,1,0.0144,0.059
401253880,4012,53,1,0.0079,0.127
601853880,6018,53,1,0.035,0.097
100454880,1004,54,1,9e-4,0.055
100654880,1006,54,1,0.0086,0.143
100754880,1007,54,1,0.0052,0.116
100954880,1009,54,1,8e-4,0.12
101154880,1011,54,1,0.0113,0.191
101354880,1013,54,1,0.0083,0.162
101754880,1017,54,1,0.015,0.105
103054880,1030,54,1,0.0022,0.096
104554880,1045,54,1,0.017,0.121
200554880,2005,54,1,0.0022,0.127
200854880,2008,54,1,0.0215,0.091
201554880,2015,54,1,4e-4,0.108
201654880,2016,54,1,0.0122,0.13
201954880,2019,54,1,0.0209,0.132
202654880,2026,54,1,0.0022,0.14
202854880,2028,54,1,0.008,0.21
204054880,2040,54,1,0.0056,0.131
204854880,2048,54,1,2e-4,0.161
300654880,3006,54,1,0.01,0.137
301454880,3014,54,1,0.0096,0.14
400254880,4002,54,1,0.0117,0.178
401054880,4010,54,1,6e-4,0.141
401254880,4012,54,1,0.0087,0.121
601854880,6018,54,1,0.0016,0.148
100455880,1004,55,1,0.0025,0.086
100655880,1006,55,1,0.0216,0.111
100755880,1007,55,1,0.0115,0.117
100955880,1009,55,1,0.0047,0.123
101155880,1011,55,1,0.0136,0.192
101355880,1013,55,1,0.0049,0.119
101755880,1017,55,1,0.0274,0.133
103055880,1030,55,1,0.0182,0.124
104555880,1045,55,1,0.0037,0.151
200555880,2005,55,1,0.0162,0.109
200855880,2008,55,1,0.022,0.113
201555880,2015,55,1,0.0017,0.122
201655880,2016,55,1,0.0198,0.137
201955880,2019,55,1,0.006,0.1
202655880,2026,55,1,0.0822,0.117
202855880,2028,55,1,0.0158,0.194
204055880,2040,55,1,0.005,0.147
204855880,2048,55,1,0.0216,0.122
300655880,3006,55,1,0.0015,0.139
301455880,3014,55,1,0.0076,0.155
400255880,4002,55,1,0.0175,0.144
401055880,4010,55,1,0.0303,0.068
401255880,4012,55,1,0.0069,0.113
601855880,6018,55,1,0.0101,0.153
100456880,1004,56,1,0.0031,0.09
100656880,1006,56,1,0.0122,0.123
100756880,1007,56,1,0.0216,0.104
100956880,1009,56,1,0.013,0.124
101156880,1011,56,1,0.0108,0.181
101356880,1013,56,1,0.0096,0.102
101756880,1017,56,1,0.0248,0.092
103056880,1030,56,1,0.0052,0.136
104556880,1045,56,1,0.0046,0.113
200556880,2005,56,1,0.1586,0.102
200856880,2008,56,1,0.0219,0.113
201556880,2015,56,1,0.0164,0.074
201656880,2016,56,1,0.0254,0.127
201956880,2019,56,1,0.0207,0.103
202656880,2026,56,1,0.009,0.174
202856880,2028,56,1,0.0043,0.154
204056880,2040,56,1,0.0071,0.141
204856880,2048,56,1,0.0018,0.15
300656880,3006,56,1,0.027,0.08
301456880,3014,56,1,0.0751,0.118
400256880,4002,56,1,0.0129,0.155
401056880,4010,56,1,0.0025,0.092
401256880,4012,56,1,0.0027,0.109
601856880,6018,56,1,0.0509,0.116
100458880,1004,58,1,0.0081,0.064
100658880,1006,58,1,0.0125,0.097
100758880,1007,58,1,0.0168,0.105
100958880,1009,58,1,0.0081,0.102
101158880,1011,58,1,0.0064,0.19
101358880,1013,58,1,0.0061,0.122
101758880,1017,58,1,0.0454,0.096
103058880,1030,58,1,0.0024,0.105
104558880,1045,58,1,0.0231,0.123
200558880,2005,58,1,0.0102,0.155
200858880,2008,58,1,0.0505,0.072
201558880,2015,58,1,0.0065,0.087
201658880,2016,58,1,0.0046,0.154
201958880,2019,58,1,0.0032,0.14
202658880,2026,58,1,0.0086,0.156
202858880,2028,58,1,0.0362,0.181
204058880,2040,58,1,0.0029,0.177
204858880,2048,58,1,0.0104,0.1
300658880,3006,58,1,0.0432,0.097
301458880,3014,58,1,0.2279,0.113
400258880,4002,58,1,0.0188,0.198
401058880,4010,58,1,0.0041,0.107
401258880,4012,58,1,0.088,0.101
601858880,6018,58,1,0.0075,0.148
100461880,1004,61,1,0.003,0.098
100661880,1006,61,1,0.0159,0.137
100761880,1007,61,1,0.0084,0.129
100961880,1009,61,1,0.0226,0.103
101161880,1011,61,1,0.0414,0.167
101361880,1013,61,1,0.0065,0.099
101761880,1017,61,1,3e-4,0.157
103061880,1030,61,1,0.007,0.125
104561880,1045,61,1,7e-4,0.172
200561880,2005,61,1,0.0219,0.133
200861880,2008,61,1,0.0592,0.106
201561880,2015,61,1,0.005,0.073
201661880,2016,61,1,0.0435,0.13
201961880,2019,61,1,0.0115,0.12
202661880,2026,61,1,0.0012,0.191
202861880,2028,61,1,0.0751,0.161
204061880,2040,61,1,0.0014,0.144
204861880,2048,61,1,0.0216,0.106
300661880,3006,61,1,0.0386,0.117
301461880,3014,61,1,0.0031,0.138
400261880,4002,61,1,0.1123,0.144
401061880,4010,61,1,0.0103,0.114
401261880,4012,61,1,0.0212,0.108
601861880,6018,61,1,0.0069,0.133
100463880,1004,63,1,0.0089,0.08
100663880,1006,63,1,0.0048,0.132
100763880,1007,63,1,0.0296,0.071
100963880,1009,63,1,0.0068,0.103
101163880,1011,63,1,0.0824,0.146
101363880,1013,63,1,0.0424,0.13
101763880,1017,63,1,0.0669,0.113
103063880,1030,63,1,0.0047,0.125
104563880,1045,63,1,0.0023,0.1
200563880,2005,63,1,0.0387,0.114
200863880,2008,63,1,0.0177,0.092
201563880,2015,63,1,0.0017,0.088
201663880,2016,63,1,0.0425,0.124
201963880,2019,63,1,0.0232,0.111
202663880,2026,63,1,0.0333,0.118
202863880,2028,63,1,0.0128,0.182
204063880,2040,63,1,0.0028,0.132
204863880,2048,63,1,9e-4,0.178
300663880,3006,63,1,0.0078,0.128
301463880,3014,63,1,0.012,0.164
400263880,4002,63,1,0.054,0.137
401063880,4010,63,1,0.0081,0.102
401263880,4012,63,1,0.0197,0.105
601863880,6018,63,1,0.1114,0.132
100465880,1004,65,1,0.0034,0.076
100665880,1006,65,1,0.1051,0.089
100765880,1007,65,1,0.0168,0.101
100965880,1009,65,1,0.0132,0.063
101165880,1011,65,1,0.0037,0.178
101365880,1013,65,1,0.003,0.118
101765880,1017,65,1,0.0092,0.106
103065880,1030,65,1,0.0036,0.116
104565880,1045,65,1,0.0044,0.142
200565880,2005,65,1,0.008,0.098
200865880,2008,65,1,0.0467,0.087
201565880,2015,65,1,0.012,0.051
201665880,2016,65,1,0.0055,0.134
201965880,2019,65,1,0.0595,0.093
202665880,2026,65,1,0.002,0.159
202865880,2028,65,1,0.0089,0.178
204065880,2040,65,1,0.0029,0.138
204865880,2048,65,1,0.0013,0.125
300665880,3006,65,1,0.0304,0.135
301465880,3014,65,1,0.0239,0.173
400265880,4002,65,1,0.0183,0.15
401065880,4010,65,1,6e-4,0.136
401265880,4012,65,1,0.042,0.085
601865880,6018,65,1,0.0012,0.133
100401880,1004,1,2,0.0064,0.078
100601880,1006,1,2,0.1413,0.141
100701880,1007,1,2,0.0879,0.073
100901880,1009,1,2,0.0066,0.077
101101880,1011,1,2,0.0543,0.167
101301880,1013,1,2,0.022,0.092
101701880,1017,1,2,0.0105,0.154
103001880,1030,1,2,0.0013,0.15
104501880,1045,1,2,0.0105,0.147
200501880,2005,1,2,0.0591,0.099
200801880,2008,1,2,0.013,0.12
201501880,2015,1,2,0.0078,0.072
201601880,2016,1,2,0.0179,0.139
201901880,2019,1,2,0.004,0.15
202601880,2026,1,2,0.0056,0.153
202801880,2028,1,2,0.0115,0.21
204001880,2040,1,2,0.0013,0.139
204801880,2048,1,2,6e-4,0.162
300601880,3006,1,2,0.0071,0.14
301401880,3014,1,2,0.0054,0.154
400201880,4002,1,2,0.0045,0.136
401001880,4010,1,2,0.0067,0.11
401201880,4012,1,2,0.0083,0.104
601801880,6018,1,2,0.0035,0.127
100403880,1004,3,2,0.0059,0.068
100603880,1006,3,2,0.022,0.132
100703880,1007,3,2,0.0029,0.105
100903880,1009,3,2,0.0011,0.128
101103880,1011,3,2,0.017,0.142
101303880,1013,3,2,0.0243,0.143
101703880,1017,3,2,0.0067,0.139
103003880,1030,3,2,0.0067,0.139
104503880,1045,3,2,0.0085,0.144
200503880,2005,3,2,0.0257,0.105
200803880,2008,3,2,0.0098,0.115
201503880,2015,3,2,0.0025,0.12
201603880,2016,3,2,0.0119,0.108
201903880,2019,3,2,0.0107,0.11
202603880,2026,3,2,0.0155,0.111
202803880,2028,3,2,0.0526,0.161
204003880,2040,3,2,0.003,0.093
204803880,2048,3,2,0.0047,0.076
300603880,3006,3,2,0.0373,0.104
301403880,3014,3,2,0.0291,0.165
400203880,4002,3,2,0.0113,0.17
401003880,4010,3,2,0.0071,0.078
401203880,4012,3,2,0.015,0.1
601803880,6018,3,2,0.007,0.141
100404880,1004,4,2,0.021,0.109
100604880,1006,4,2,0.0526,0.098
100704880,1007,4,2,0.0281,0.132
100904880,1009,4,2,0.0381,0.073
101104880,1011,4,2,0.0096,0.204
101304880,1013,4,2,0.0096,0.162
101704880,1017,4,2,0.0733,0.108
103004880,1030,4,2,5e-4,0.176
104504880,1045,4,2,0.0029,0.145
200504880,2005,4,2,0.0388,0.104
200804880,2008,4,2,0.0229,0.132
201504880,2015,4,2,0.0028,0.099
201604880,2016,4,2,0.0095,0.151
201904880,2019,4,2,0.0676,0.095
202604880,2026,4,2,0.005,0.143
202804880,2028,4,2,0.0203,0.22
204004880,2040,4,2,0.0087,0.145
204804880,2048,4,2,0.0043,0.126
300604880,3006,4,2,0.0377,0.11
301404880,3014,4,2,0.0552,0.157
400204880,4002,4,2,0.0234,0.15
401004880,4010,4,2,0.0175,0.105
401204880,4012,4,2,0.0191,0.11
601804880,6018,4,2,0.0326,0.119
100405880,1004,5,2,0.0019,0.101
100605880,1006,5,2,0.0053,0.142
100705880,1007,5,2,0.0021,0.146
100905880,1009,5,2,0.0318,0.06
101105880,1011,5,2,0.036,0.193
101305880,1013,5,2,0.0156,0.105
101705880,1017,5,2,0.018,0.135
103005880,1030,5,2,0.0036,0.114
104505880,1045,5,2,0.0052,0.159
200505880,2005,5,2,0.0119,0.092
200805880,2008,5,2,0.0107,0.107
201505880,2015,5,2,0.0015,0.102
201605880,2016,5,2,0.0133,0.133
201905880,2019,5,2,0.1409,0.091
202605880,2026,5,2,0.0117,0.14
202805880,2028,5,2,0.0107,0.186
204005880,2040,5,2,0.0058,0.135
204805880,2048,5,2,0.0033,0.102
300605880,3006,5,2,0.0097,0.127
301405880,3014,5,2,0.03,0.139
400205880,4002,5,2,0.0082,0.156
401005880,4010,5,2,0.0045,0.107
401205880,4012,5,2,0.0054,0.142
601805880,6018,5,2,0.0087,0.151
100407880,1004,7,2,0.0489,0.089
100607880,1006,7,2,0.213,0.105
100707880,1007,7,2,0.0564,0.112
100907880,1009,7,2,0.0023,0.135
101107880,1011,7,2,0.0502,0.171
101307880,1013,7,2,0.035,0.087
101707880,1017,7,2,0.0109,0.124
103007880,1030,7,2,0.043,0.099
104507880,1045,7,2,0.0144,0.125
200507880,2005,7,2,0.0298,0.122
200807880,2008,7,2,0.0182,0.115
201507880,2015,7,2,0.0039,0.099
201607880,2016,7,2,0.0107,0.125
201907880,2019,7,2,0.0043,0.124
202607880,2026,7,2,0.0063,0.134
202807880,2028,7,2,0.0075,0.205
204007880,2040,7,2,0.0111,0.118
204807880,2048,7,2,0.0239,0.103
300607880,3006,7,2,0.0044,0.126
301407880,3014,7,2,0.0343,0.157
400207880,4002,7,2,0.0199,0.15
401007880,4010,7,2,0.0107,0.14
401207880,4012,7,2,0.0058,0.13
601807880,6018,7,2,0.0309,0.129
100408880,1004,8,2,0.0024,0.079
100608880,1006,8,2,0.0496,0.096
100708880,1007,8,2,0.031,0.095
100908880,1009,8,2,0.0076,0.098
101108880,1011,8,2,0.4469,0.133
101308880,1013,8,2,0.008,0.123
101708880,1017,8,2,0.0038,0.147
103008880,1030,8,2,4e-4,0.136
104508880,1045,8,2,0.0012,0.161
200508880,2005,8,2,7e-4,0.146
200808880,2008,8,2,0.01,0.108
201508880,2015,8,2,5e-4,0.109
201608880,2016,8,2,0.0028,0.149
201908880,2019,8,2,0.0026,0.134
202608880,2026,8,2,0.0133,0.108
202808880,2028,8,2,0.0161,0.193
204008880,2040,8,2,0.0172,0.103
204808880,2048,8,2,0.0023,0.134
300608880,3006,8,2,0.0024,0.151
301408880,3014,8,2,0.0042,0.172
400208880,4002,8,2,0.0055,0.14
401008880,4010,8,2,6e-4,0.127
401208880,4012,8,2,0.0026,0.102
601808880,6018,8,2,0.0017,0.124
100411880,1004,11,2,0.0074,0.086
100611880,1006,11,2,0.0246,0.14
100711880,1007,11,2,0.0177,0.122
100911880,1009,11,2,0.0224,0.087
101111880,1011,11,2,0.0164,0.199
101311880,1013,11,2,0.0227,0.102
101711880,1017,11,2,0.1018,0.113
103011880,1030,11,2,0.0042,0.136
104511880,1045,11,2,0.0039,0.12
200511880,2005,11,2,0.0046,0.163
200811880,2008,11,2,0.0127,0.117
201511880,2015,11,2,0.0031,0.111
201611880,2016,11,2,0.0196,0.128
201911880,2019,11,2,0.0095,0.117
202611880,2026,11,2,0.0051,0.125
202811880,2028,11,2,0.011,0.187
204011880,2040,11,2,0.0023,0.118
204811880,2048,11,2,0.0161,0.094
300611880,3006,11,2,0.0073,0.173
301411880,3014,11,2,0.0516,0.179
400211880,4002,11,2,0.0146,0.168
401011880,4010,11,2,0.012,0.1
401211880,4012,11,2,0.042,0.102
601811880,6018,11,2,0.0115,0.157
100412880,1004,12,2,0.0239,0.048
100612880,1006,12,2,0.0345,0.109
100712880,1007,12,2,0.0254,0.08
100912880,1009,12,2,0.0082,0.086
101112880,1011,12,2,0.0269,0.158
101312880,1013,12,2,0.0071,0.138
101712880,1017,12,2,0.0196,0.108
103012880,1030,12,2,0.0041,0.133
104512880,1045,12,2,0.0011,0.148
200512880,2005,12,2,0.0634,0.117
200812880,2008,12,2,0.068,0.089
201512880,2015,12,2,6e-4,0.1
201612880,2016,12,2,0.0056,0.139
201912880,2019,12,2,0.0228,0.112
202612880,2026,12,2,0.0036,0.163
202812880,2028,12,2,0.0419,0.154
204012880,2040,12,2,0.0108,0.112
204812880,2048,12,2,0.0069,0.136
300612880,3006,12,2,0.0099,0.101
301412880,3014,12,2,0.0083,0.144
400212880,4002,12,2,0.008,0.153
401012880,4010,12,2,0.0043,0.118
401212880,4012,12,2,0.0203,0.132
601812880,6018,12,2,0.0343,0.143
100413880,1004,13,2,0.0241,0.054
100613880,1006,13,2,0.0484,0.118
100713880,1007,13,2,0.0174,0.098
100913880,1009,13,2,0.0051,0.117
101113880,1011,13,2,0.0155,0.172
101313880,1013,13,2,0.0141,0.142
101713880,1017,13,2,0.0291,0.12
103013880,1030,13,2,0.0304,0.1
104513880,1045,13,2,0.0035,0.149
200513880,2005,13,2,0.0357,0.098
200813880,2008,13,2,0.0333,0.111
201513880,2015,13,2,0.0017,0.103
201613880,2016,13,2,0.0295,0.114
201913880,2019,13,2,0.0135,0.133
202613880,2026,13,2,0.0125,0.151
202813880,2028,13,2,0.0258,0.147
204013880,2040,13,2,0.0127,0.131
204813880,2048,13,2,0.0062,0.138
300613880,3006,13,2,8e-4,0.156
301413880,3014,13,2,0.0102,0.132
400213880,4002,13,2,0.0104,0.149
401013880,4010,13,2,8e-4,0.113
401213880,4012,13,2,0.0512,0.105
601813880,6018,13,2,0.0367,0.101
100414880,1004,14,2,0.0043,0.092
100614880,1006,14,2,0.0218,0.083
100714880,1007,14,2,0.0197,0.091
100914880,1009,14,2,0.021,0.113
101114880,1011,14,2,0.0245,0.194
101314880,1013,14,2,0.0131,0.147
101714880,1017,14,2,0.0228,0.1
103014880,1030,14,2,0.0042,0.124
104514880,1045,14,2,0.0059,0.102
200514880,2005,14,2,0.0872,0.112
200814880,2008,14,2,0.0053,0.114
201514880,2015,14,2,0.002,0.111
201614880,2016,14,2,0.0119,0.134
201914880,2019,14,2,0.0653,0.12
202614880,2026,14,2,0.0051,0.153
202814880,2028,14,2,0.0584,0.169
204014880,2040,14,2,0.0014,0.15
204814880,2048,14,2,0.004,0.127
300614880,3006,14,2,0.0178,0.125
301414880,3014,14,2,0.0028,0.175
400214880,4002,14,2,0.0144,0.158
401014880,4010,14,2,0.0246,0.097
401214880,4012,14,2,0.0124,0.107
601814880,6018,14,2,0.0752,0.131
100415880,1004,15,2,0.0056,0.087
100615880,1006,15,2,0.1234,0.132
100715880,1007,15,2,0.0273,0.102
100915880,1009,15,2,0.0225,0.086
101115880,1011,15,2,0.0111,0.169
101315880,1013,15,2,0.002,0.131
101715880,1017,15,2,0.0028,0.166
103015880,1030,15,2,0.009,0.121
104515880,1045,15,2,0.0091,0.136
200515880,2005,15,2,0.0011,0.164
200815880,2008,15,2,0.0063,0.088
201515880,2015,15,2,0.0013,0.128
201615880,2016,15,2,0.0184,0.139
201915880,2019,15,2,0.0887,0.114
202615880,2026,15,2,0.0031,0.165
202815880,2028,15,2,0.0071,0.208
204015880,2040,15,2,0.0087,0.124
204815880,2048,15,2,0.0025,0.131
300615880,3006,15,2,0.005,0.118
301415880,3014,15,2,0.0052,0.135
400215880,4002,15,2,0.0086,0.186
401015880,4010,15,2,0.0109,0.092
401215880,4012,15,2,0.0298,0.114
601815880,6018,15,2,0.0094,0.137
100416880,1004,16,2,0.0128,0.098
100616880,1006,16,2,0.1326,0.105
100716880,1007,16,2,0.0327,0.111
100916880,1009,16,2,0.0236,0.079
101116880,1011,16,2,0.0098,0.152
101316880,1013,16,2,0.0401,0.111
101716880,1017,16,2,0.0153,0.141
103016880,1030,16,2,0.0035,0.119
104516880,1045,16,2,0.0049,0.145
200516880,2005,16,2,0.0697,0.135
200816880,2008,16,2,0.0293,0.097
